# R0=8.178 kpc
# V0[km/s]  rho0[GeV/cm3]  Rc[kpc]  chi2
238.0  0.2475  23.3901  100000.0000
238.0  0.2475  23.8985  100000.0000
238.0  0.2475  24.4070  100000.0000
238.0  0.2475  24.9154  100000.0000
238.0  0.2475  25.4239  100000.0000
238.0  0.2475  25.9323  100000.0000
238.0  0.2475  26.4408  100000.0000
238.0  0.2475  26.9493  100000.0000
238.0  0.2475  27.4577  100000.0000
238.0  0.2475  27.9662  100000.0000
238.0  0.2475  28.4746  100000.0000
238.0  0.2475  28.9831  100000.0000
238.0  0.2475  29.4915  100000.0000
238.0  0.2475  30.0000  100000.0000
238.0  0.2593  0.0010  72.4086
238.0  0.2593  0.5095  67.8661
238.0  0.2593  1.0179  65.1583
238.0  0.2593  1.5264  64.7215
238.0  0.2593  2.0348  58.8521
238.0  0.2593  2.5433  53.8614
238.0  0.2593  3.0517  47.8420
238.0  0.2593  3.5602  45.0952
238.0  0.2593  4.0687  42.9350
238.0  0.2593  4.5771  41.1372
238.0  0.2593  5.0856  39.4892
238.0  0.2593  5.5940  38.4937
238.0  0.2593  6.1025  37.3347
238.0  0.2593  6.6109  35.9156
238.0  0.2593  7.1194  35.4743
238.0  0.2593  7.6279  34.7630
238.0  0.2593  8.1363  35.0589
238.0  0.2593  8.6448  36.3398
238.0  0.2593  9.1532  38.6551
238.0  0.2593  9.6617  100000.0000
238.0  0.2593  10.1702  100000.0000
238.0  0.2593  10.6786  100000.0000
238.0  0.2593  11.1871  100000.0000
238.0  0.2593  11.6955  100000.0000
238.0  0.2593  12.2040  100000.0000
238.0  0.2593  12.7124  100000.0000
238.0  0.2593  13.2209  100000.0000
238.0  0.2593  13.7294  100000.0000
238.0  0.2593  14.2378  100000.0000
238.0  0.2593  14.7463  100000.0000
238.0  0.2593  15.2547  100000.0000
238.0  0.2593  15.7632  100000.0000
238.0  0.2593  16.2716  100000.0000
238.0  0.2593  16.7801  100000.0000
238.0  0.2593  17.2886  100000.0000
238.0  0.2593  17.7970  100000.0000
238.0  0.2593  18.3055  100000.0000
238.0  0.2593  18.8139  100000.0000
238.0  0.2593  19.3224  100000.0000
238.0  0.2593  19.8308  100000.0000
238.0  0.2593  20.3393  100000.0000
238.0  0.2593  20.8478  100000.0000
238.0  0.2593  21.3562  100000.0000
238.0  0.2593  21.8647  100000.0000
238.0  0.2593  22.3731  100000.0000
238.0  0.2593  22.8816  100000.0000
238.0  0.2593  23.3901  100000.0000
238.0  0.2593  23.8985  100000.0000
238.0  0.2593  24.4070  100000.0000
238.0  0.2593  24.9154  100000.0000
238.0  0.2593  25.4239  100000.0000
238.0  0.2593  25.9323  100000.0000
238.0  0.2593  26.4408  100000.0000
238.0  0.2593  26.9493  100000.0000
238.0  0.2593  27.4577  100000.0000
238.0  0.2593  27.9662  100000.0000
238.0  0.2593  28.4746  100000.0000
238.0  0.2593  28.9831  100000.0000
238.0  0.2593  29.4915  100000.0000
238.0  0.2593  30.0000  100000.0000
238.0  0.2712  0.0010  67.8998
238.0  0.2712  0.5095  64.7106
238.0  0.2712  1.0179  62.5320
238.0  0.2712  1.5264  58.3734
238.0  0.2712  2.0348  55.4073
238.0  0.2712  2.5433  53.9652
238.0  0.2712  3.0517  51.6360
238.0  0.2712  3.5602  46.4145
238.0  0.2712  4.0687  43.8240
238.0  0.2712  4.5771  41.2167
238.0  0.2712  5.0856  39.3223
238.0  0.2712  5.5940  37.2777
238.0  0.2712  6.1025  35.6345
238.0  0.2712  6.6109  34.2542
238.0  0.2712  7.1194  33.0503
238.0  0.2712  7.6279  31.7970
238.0  0.2712  8.1363  30.8011
238.0  0.2712  8.6448  29.6959
238.0  0.2712  9.1532  29.3482
238.0  0.2712  9.6617  28.9496
238.0  0.2712  10.1702  28.9761
238.0  0.2712  10.6786  29.5644
238.0  0.2712  11.1871  30.8878
238.0  0.2712  11.6955  100000.0000
238.0  0.2712  12.2040  100000.0000
238.0  0.2712  12.7124  100000.0000
238.0  0.2712  13.2209  100000.0000
238.0  0.2712  13.7294  100000.0000
238.0  0.2712  14.2378  100000.0000
238.0  0.2712  14.7463  100000.0000
238.0  0.2712  15.2547  100000.0000
238.0  0.2712  15.7632  100000.0000
238.0  0.2712  16.2716  100000.0000
238.0  0.2712  16.7801  100000.0000
238.0  0.2712  17.2886  100000.0000
238.0  0.2712  17.7970  100000.0000
238.0  0.2712  18.3055  100000.0000
238.0  0.2712  18.8139  100000.0000
238.0  0.2712  19.3224  100000.0000
238.0  0.2712  19.8308  100000.0000
238.0  0.2712  20.3393  100000.0000
238.0  0.2712  20.8478  100000.0000
238.0  0.2712  21.3562  100000.0000
238.0  0.2712  21.8647  100000.0000
238.0  0.2712  22.3731  100000.0000
238.0  0.2712  22.8816  100000.0000
238.0  0.2712  23.3901  100000.0000
238.0  0.2712  23.8985  100000.0000
238.0  0.2712  24.4070  100000.0000
238.0  0.2712  24.9154  100000.0000
238.0  0.2712  25.4239  100000.0000
238.0  0.2712  25.9323  100000.0000
238.0  0.2712  26.4408  100000.0000
238.0  0.2712  26.9493  100000.0000
238.0  0.2712  27.4577  100000.0000
238.0  0.2712  27.9662  100000.0000
238.0  0.2712  28.4746  100000.0000
238.0  0.2712  28.9831  100000.0000
238.0  0.2712  29.4915  100000.0000
238.0  0.2712  30.0000  100000.0000
238.0  0.2831  0.0010  70.8781
238.0  0.2831  0.5095  67.0774
238.0  0.2831  1.0179  61.2252
238.0  0.2831  1.5264  57.7341
238.0  0.2831  2.0348  55.1311
238.0  0.2831  2.5433  51.6957
238.0  0.2831  3.0517  48.9770
238.0  0.2831  3.5602  47.2536
238.0  0.2831  4.0687  45.1709
238.0  0.2831  4.5771  42.7964
238.0  0.2831  5.0856  39.7907
238.0  0.2831  5.5940  37.6797
238.0  0.2831  6.1025  36.0034
238.0  0.2831  6.6109  34.0318
238.0  0.2831  7.1194  32.4600
238.0  0.2831  7.6279  31.2221
238.0  0.2831  8.1363  29.8981
238.0  0.2831  8.6448  28.8245
238.0  0.2831  9.1532  27.6972
238.0  0.2831  9.6617  26.8575
238.0  0.2831  10.1702  25.6957
238.0  0.2831  10.6786  25.1300
238.0  0.2831  11.1871  25.1584
238.0  0.2831  11.6955  24.8793
238.0  0.2831  12.2040  26.1181
238.0  0.2831  12.7124  27.3959
238.0  0.2831  13.2209  28.3206
238.0  0.2831  13.7294  100000.0000
238.0  0.2831  14.2378  100000.0000
238.0  0.2831  14.7463  100000.0000
238.0  0.2831  15.2547  100000.0000
238.0  0.2831  15.7632  100000.0000
238.0  0.2831  16.2716  100000.0000
238.0  0.2831  16.7801  100000.0000
238.0  0.2831  17.2886  100000.0000
238.0  0.2831  17.7970  100000.0000
238.0  0.2831  18.3055  100000.0000
238.0  0.2831  18.8139  100000.0000
238.0  0.2831  19.3224  100000.0000
238.0  0.2831  19.8308  100000.0000
238.0  0.2831  20.3393  100000.0000
238.0  0.2831  20.8478  100000.0000
238.0  0.2831  21.3562  100000.0000
238.0  0.2831  21.8647  100000.0000
238.0  0.2831  22.3731  100000.0000
238.0  0.2831  22.8816  100000.0000
238.0  0.2831  23.3901  100000.0000
238.0  0.2831  23.8985  100000.0000
238.0  0.2831  24.4070  100000.0000
238.0  0.2831  24.9154  100000.0000
238.0  0.2831  25.4239  100000.0000
238.0  0.2831  25.9323  100000.0000
238.0  0.2831  26.4408  100000.0000
238.0  0.2831  26.9493  100000.0000
238.0  0.2831  27.4577  100000.0000
238.0  0.2831  27.9662  100000.0000
238.0  0.2831  28.4746  100000.0000
238.0  0.2831  28.9831  100000.0000
238.0  0.2831  29.4915  100000.0000
238.0  0.2831  30.0000  100000.0000
238.0  0.2949  0.0010  73.6326
238.0  0.2949  0.5095  67.6044
238.0  0.2949  1.0179  60.9023
238.0  0.2949  1.5264  56.7530
238.0  0.2949  2.0348  53.7487
238.0  0.2949  2.5433  51.2195
238.0  0.2949  3.0517  49.2414
238.0  0.2949  3.5602  46.6230
238.0  0.2949  4.0687  44.3309
238.0  0.2949  4.5771  42.6303
238.0  0.2949  5.0856  41.2174
238.0  0.2949  5.5940  38.7526
238.0  0.2949  6.1025  36.8086
238.0  0.2949  6.6109  34.9340
238.0  0.2949  7.1194  32.7194
238.0  0.2949  7.6279  31.0448
238.0  0.2949  8.1363  29.7255
238.0  0.2949  8.6448  28.3107
238.0  0.2949  9.1532  27.0607
238.0  0.2949  9.6617  26.1012
238.0  0.2949  10.1702  25.3694
238.0  0.2949  10.6786  24.4110
238.0  0.2949  11.1871  23.4755
238.0  0.2949  11.6955  22.4963
238.0  0.2949  12.2040  22.6218
238.0  0.2949  12.7124  22.8568
238.0  0.2949  13.2209  22.9543
238.0  0.2949  13.7294  23.4025
238.0  0.2949  14.2378  26.9325
238.0  0.2949  14.7463  31.6753
238.0  0.2949  15.2547  37.7345
238.0  0.2949  15.7632  100000.0000
238.0  0.2949  16.2716  100000.0000
238.0  0.2949  16.7801  100000.0000
238.0  0.2949  17.2886  100000.0000
238.0  0.2949  17.7970  100000.0000
238.0  0.2949  18.3055  100000.0000
238.0  0.2949  18.8139  100000.0000
238.0  0.2949  19.3224  100000.0000
238.0  0.2949  19.8308  100000.0000
238.0  0.2949  20.3393  100000.0000
238.0  0.2949  20.8478  100000.0000
238.0  0.2949  21.3562  100000.0000
238.0  0.2949  21.8647  100000.0000
238.0  0.2949  22.3731  100000.0000
238.0  0.2949  22.8816  100000.0000
238.0  0.2949  23.3901  100000.0000
238.0  0.2949  23.8985  100000.0000
238.0  0.2949  24.4070  100000.0000
238.0  0.2949  24.9154  100000.0000
238.0  0.2949  25.4239  100000.0000
238.0  0.2949  25.9323  100000.0000
238.0  0.2949  26.4408  100000.0000
238.0  0.2949  26.9493  100000.0000
238.0  0.2949  27.4577  100000.0000
238.0  0.2949  27.9662  100000.0000
238.0  0.2949  28.4746  100000.0000
238.0  0.2949  28.9831  100000.0000
238.0  0.2949  29.4915  100000.0000
238.0  0.2949  30.0000  100000.0000
238.0  0.3068  0.0010  79.3750
238.0  0.3068  0.5095  72.1288
238.0  0.3068  1.0179  64.1023
238.0  0.3068  1.5264  57.9797
238.0  0.3068  2.0348  53.7778
238.0  0.3068  2.5433  51.4910
238.0  0.3068  3.0517  48.2865
238.0  0.3068  3.5602  45.7843
238.0  0.3068  4.0687  44.1260
238.0  0.3068  4.5771  42.0846
238.0  0.3068  5.0856  40.4028
238.0  0.3068  5.5940  38.7468
238.0  0.3068  6.1025  37.1878
238.0  0.3068  6.6109  35.9144
238.0  0.3068  7.1194  33.5092
238.0  0.3068  7.6279  31.5988
238.0  0.3068  8.1363  30.1820
238.0  0.3068  8.6448  28.5935
238.0  0.3068  9.1532  27.0539
238.0  0.3068  9.6617  25.5909
238.0  0.3068  10.1702  24.6219
238.0  0.3068  10.6786  23.7815
238.0  0.3068  11.1871  22.9255
238.0  0.3068  11.6955  22.1633
238.0  0.3068  12.2040  21.4603
238.0  0.3068  12.7124  20.6817
238.0  0.3068  13.2209  20.8410
238.0  0.3068  13.7294  20.8174
238.0  0.3068  14.2378  21.5543
238.0  0.3068  14.7463  21.9442
238.0  0.3068  15.2547  22.9308
238.0  0.3068  15.7632  24.8068
238.0  0.3068  16.2716  28.8184
238.0  0.3068  16.7801  35.0629
238.0  0.3068  17.2886  43.6496
238.0  0.3068  17.7970  100000.0000
238.0  0.3068  18.3055  100000.0000
238.0  0.3068  18.8139  100000.0000
238.0  0.3068  19.3224  100000.0000
238.0  0.3068  19.8308  100000.0000
238.0  0.3068  20.3393  100000.0000
238.0  0.3068  20.8478  100000.0000
238.0  0.3068  21.3562  100000.0000
238.0  0.3068  21.8647  100000.0000
238.0  0.3068  22.3731  100000.0000
238.0  0.3068  22.8816  100000.0000
238.0  0.3068  23.3901  100000.0000
238.0  0.3068  23.8985  100000.0000
238.0  0.3068  24.4070  100000.0000
238.0  0.3068  24.9154  100000.0000
238.0  0.3068  25.4239  100000.0000
238.0  0.3068  25.9323  100000.0000
238.0  0.3068  26.4408  100000.0000
238.0  0.3068  26.9493  100000.0000
238.0  0.3068  27.4577  100000.0000
238.0  0.3068  27.9662  100000.0000
238.0  0.3068  28.4746  100000.0000
238.0  0.3068  28.9831  100000.0000
238.0  0.3068  29.4915  100000.0000
238.0  0.3068  30.0000  100000.0000
238.0  0.3186  0.0010  86.2063
238.0  0.3186  0.5095  73.9704
238.0  0.3186  1.0179  69.0395
238.0  0.3186  1.5264  61.5324
238.0  0.3186  2.0348  54.8588
238.0  0.3186  2.5433  51.7224
238.0  0.3186  3.0517  48.5631
238.0  0.3186  3.5602  45.7527
238.0  0.3186  4.0687  43.5189
238.0  0.3186  4.5771  41.4651
238.0  0.3186  5.0856  39.5024
238.0  0.3186  5.5940  37.8707
238.0  0.3186  6.1025  36.3091
238.0  0.3186  6.6109  34.9251
238.0  0.3186  7.1194  33.6601
238.0  0.3186  7.6279  32.4951
238.0  0.3186  8.1363  31.1660
238.0  0.3186  8.6448  29.0616
238.0  0.3186  9.1532  27.2218
238.0  0.3186  9.6617  25.8438
238.0  0.3186  10.1702  24.7312
238.0  0.3186  10.6786  23.4794
238.0  0.3186  11.1871  22.4618
238.0  0.3186  11.6955  21.4427
238.0  0.3186  12.2040  20.8854
238.0  0.3186  12.7124  20.3602
238.0  0.3186  13.2209  19.5507
238.0  0.3186  13.7294  18.9755
238.0  0.3186  14.2378  19.4996
238.0  0.3186  14.7463  19.1955
238.0  0.3186  15.2547  20.0753
238.0  0.3186  15.7632  20.7078
238.0  0.3186  16.2716  22.6491
238.0  0.3186  16.7801  23.5477
238.0  0.3186  17.2886  27.6151
238.0  0.3186  17.7970  34.0804
238.0  0.3186  18.3055  43.0612
238.0  0.3186  18.8139  54.6904
238.0  0.3186  19.3224  100000.0000
238.0  0.3186  19.8308  100000.0000
238.0  0.3186  20.3393  100000.0000
238.0  0.3186  20.8478  100000.0000
238.0  0.3186  21.3562  100000.0000
238.0  0.3186  21.8647  100000.0000
238.0  0.3186  22.3731  100000.0000
238.0  0.3186  22.8816  100000.0000
238.0  0.3186  23.3901  100000.0000
238.0  0.3186  23.8985  100000.0000
238.0  0.3186  24.4070  100000.0000
238.0  0.3186  24.9154  100000.0000
238.0  0.3186  25.4239  100000.0000
238.0  0.3186  25.9323  100000.0000
238.0  0.3186  26.4408  100000.0000
238.0  0.3186  26.9493  100000.0000
238.0  0.3186  27.4577  100000.0000
238.0  0.3186  27.9662  100000.0000
238.0  0.3186  28.4746  100000.0000
238.0  0.3186  28.9831  100000.0000
238.0  0.3186  29.4915  100000.0000
238.0  0.3186  30.0000  100000.0000
238.0  0.3305  0.0010  91.3391
238.0  0.3305  0.5095  81.3509
238.0  0.3305  1.0179  69.3408
238.0  0.3305  1.5264  64.5153
238.0  0.3305  2.0348  57.3797
238.0  0.3305  2.5433  51.3176
238.0  0.3305  3.0517  48.5683
238.0  0.3305  3.5602  45.7492
238.0  0.3305  4.0687  43.5313
238.0  0.3305  4.5771  41.4303
238.0  0.3305  5.0856  39.1996
238.0  0.3305  5.5940  37.3748
238.0  0.3305  6.1025  35.5982
238.0  0.3305  6.6109  34.0717
238.0  0.3305  7.1194  32.5670
238.0  0.3305  7.6279  31.2682
238.0  0.3305  8.1363  30.1823
238.0  0.3305  8.6448  29.0528
238.0  0.3305  9.1532  28.1392
238.0  0.3305  9.6617  26.9604
238.0  0.3305  10.1702  25.1755
238.0  0.3305  10.6786  23.5418
238.0  0.3305  11.1871  22.2296
238.0  0.3305  11.6955  21.2840
238.0  0.3305  12.2040  20.5030
238.0  0.3305  12.7124  19.5504
238.0  0.3305  13.2209  18.9900
238.0  0.3305  13.7294  18.6697
238.0  0.3305  14.2378  18.1685
238.0  0.3305  14.7463  18.5252
238.0  0.3305  15.2547  18.2647
238.0  0.3305  15.7632  18.4970
238.0  0.3305  16.2716  19.1197
238.0  0.3305  16.7801  21.0538
238.0  0.3305  17.2886  21.9761
238.0  0.3305  17.7970  26.7923
238.0  0.3305  18.3055  30.4534
238.0  0.3305  18.8139  31.3835
238.0  0.3305  19.3224  40.0322
238.0  0.3305  19.8308  51.3039
238.0  0.3305  20.3393  65.7863
238.0  0.3305  20.8478  100000.0000
238.0  0.3305  21.3562  100000.0000
238.0  0.3305  21.8647  100000.0000
238.0  0.3305  22.3731  100000.0000
238.0  0.3305  22.8816  100000.0000
238.0  0.3305  23.3901  100000.0000
238.0  0.3305  23.8985  100000.0000
238.0  0.3305  24.4070  100000.0000
238.0  0.3305  24.9154  100000.0000
238.0  0.3305  25.4239  100000.0000
238.0  0.3305  25.9323  100000.0000
238.0  0.3305  26.4408  100000.0000
238.0  0.3305  26.9493  100000.0000
238.0  0.3305  27.4577  100000.0000
238.0  0.3305  27.9662  100000.0000
238.0  0.3305  28.4746  100000.0000
238.0  0.3305  28.9831  100000.0000
238.0  0.3305  29.4915  100000.0000
238.0  0.3305  30.0000  100000.0000
238.0  0.3424  0.0010  93.1449
238.0  0.3424  0.5095  83.3054
238.0  0.3424  1.0179  77.0545
238.0  0.3424  1.5264  65.2518
238.0  0.3424  2.0348  60.5483
238.0  0.3424  2.5433  53.7499
238.0  0.3424  3.0517  50.0365
238.0  0.3424  3.5602  45.8481
238.0  0.3424  4.0687  43.4660
238.0  0.3424  4.5771  40.9957
238.0  0.3424  5.0856  38.9531
238.0  0.3424  5.5940  37.1776
238.0  0.3424  6.1025  35.3246
238.0  0.3424  6.6109  33.5449
238.0  0.3424  7.1194  31.8861
238.0  0.3424  7.6279  30.5206
238.0  0.3424  8.1363  29.1872
238.0  0.3424  8.6448  27.9399
238.0  0.3424  9.1532  26.9316
238.0  0.3424  9.6617  25.9016
238.0  0.3424  10.1702  25.0723
238.0  0.3424  10.6786  24.1449
238.0  0.3424  11.1871  23.0095
238.0  0.3424  11.6955  21.7822
238.0  0.3424  12.2040  20.4942
238.0  0.3424  12.7124  19.2559
238.0  0.3424  13.2209  18.4524
238.0  0.3424  13.7294  18.0848
238.0  0.3424  14.2378  17.7542
238.0  0.3424  14.7463  17.4578
238.0  0.3424  15.2547  17.0117
238.0  0.3424  15.7632  17.0177
238.0  0.3424  16.2716  17.4752
238.0  0.3424  16.7801  18.8530
238.0  0.3424  17.2886  19.5176
238.0  0.3424  17.7970  20.4403
238.0  0.3424  18.3055  21.7792
238.0  0.3424  18.8139  24.8501
238.0  0.3424  19.3224  28.8881
238.0  0.3424  19.8308  35.4557
238.0  0.3424  20.3393  44.3754
238.0  0.3424  20.8478  50.1509
238.0  0.3424  21.3562  59.4314
238.0  0.3424  21.8647  76.1211
238.0  0.3424  22.3731  100000.0000
238.0  0.3424  22.8816  100000.0000
238.0  0.3424  23.3901  100000.0000
238.0  0.3424  23.8985  100000.0000
238.0  0.3424  24.4070  100000.0000
238.0  0.3424  24.9154  100000.0000
238.0  0.3424  25.4239  100000.0000
238.0  0.3424  25.9323  100000.0000
238.0  0.3424  26.4408  100000.0000
238.0  0.3424  26.9493  100000.0000
238.0  0.3424  27.4577  100000.0000
238.0  0.3424  27.9662  100000.0000
238.0  0.3424  28.4746  100000.0000
238.0  0.3424  28.9831  100000.0000
238.0  0.3424  29.4915  100000.0000
238.0  0.3424  30.0000  100000.0000
238.0  0.3542  0.0010  99.4204
238.0  0.3542  0.5095  89.3249
238.0  0.3542  1.0179  74.8984
238.0  0.3542  1.5264  68.7411
238.0  0.3542  2.0348  61.5561
238.0  0.3542  2.5433  56.9730
238.0  0.3542  3.0517  50.4679
238.0  0.3542  3.5602  46.9822
238.0  0.3542  4.0687  43.3142
238.0  0.3542  4.5771  40.7830
238.0  0.3542  5.0856  38.7944
238.0  0.3542  5.5940  36.5906
238.0  0.3542  6.1025  34.8304
238.0  0.3542  6.6109  33.1141
238.0  0.3542  7.1194  31.5344
238.0  0.3542  7.6279  29.9708
238.0  0.3542  8.1363  28.4782
238.0  0.3542  8.6448  27.1502
238.0  0.3542  9.1532  25.9675
238.0  0.3542  9.6617  24.9120
238.0  0.3542  10.1702  24.0280
238.0  0.3542  10.6786  23.0335
238.0  0.3542  11.1871  22.3593
238.0  0.3542  11.6955  21.7475
238.0  0.3542  12.2040  20.6480
238.0  0.3542  12.7124  19.7673
238.0  0.3542  13.2209  18.6836
238.0  0.3542  13.7294  17.8028
238.0  0.3542  14.2378  17.0459
238.0  0.3542  14.7463  16.7232
238.0  0.3542  15.2547  16.3687
238.0  0.3542  15.7632  16.4467
238.0  0.3542  16.2716  16.4965
238.0  0.3542  16.7801  16.4827
238.0  0.3542  17.2886  16.9090
238.0  0.3542  17.7970  17.7751
238.0  0.3542  18.3055  20.1322
238.0  0.3542  18.8139  21.6434
238.0  0.3542  19.3224  22.4692
238.0  0.3542  19.8308  25.1707
238.0  0.3542  20.3393  34.0451
238.0  0.3542  20.8478  36.2442
238.0  0.3542  21.3562  42.6755
238.0  0.3542  21.8647  55.3384
238.0  0.3542  22.3731  70.8812
238.0  0.3542  22.8816  76.9139
238.0  0.3542  23.3901  100000.0000
238.0  0.3542  23.8985  100000.0000
238.0  0.3542  24.4070  100000.0000
238.0  0.3542  24.9154  100000.0000
238.0  0.3542  25.4239  100000.0000
238.0  0.3542  25.9323  100000.0000
238.0  0.3542  26.4408  100000.0000
238.0  0.3542  26.9493  100000.0000
238.0  0.3542  27.4577  100000.0000
238.0  0.3542  27.9662  100000.0000
238.0  0.3542  28.4746  100000.0000
238.0  0.3542  28.9831  100000.0000
238.0  0.3542  29.4915  100000.0000
238.0  0.3542  30.0000  100000.0000
238.0  0.3661  0.0010  107.4537
238.0  0.3661  0.5095  87.6659
238.0  0.3661  1.0179  85.8155
238.0  0.3661  1.5264  71.4231
238.0  0.3661  2.0348  65.3022
238.0  0.3661  2.5433  57.1207
238.0  0.3661  3.0517  52.3116
238.0  0.3661  3.5602  47.4291
238.0  0.3661  4.0687  44.1504
238.0  0.3661  4.5771  40.8771
238.0  0.3661  5.0856  38.2057
238.0  0.3661  5.5940  36.4317
238.0  0.3661  6.1025  34.2589
238.0  0.3661  6.6109  32.5695
238.0  0.3661  7.1194  30.9081
238.0  0.3661  7.6279  29.3680
238.0  0.3661  8.1363  27.9983
238.0  0.3661  8.6448  26.6579
238.0  0.3661  9.1532  25.3648
238.0  0.3661  9.6617  24.0601
238.0  0.3661  10.1702  23.0189
238.0  0.3661  10.6786  22.1426
238.0  0.3661  11.1871  21.3483
238.0  0.3661  11.6955  20.4884
238.0  0.3661  12.2040  19.9357
238.0  0.3661  12.7124  19.3536
238.0  0.3661  13.2209  18.6481
238.0  0.3661  13.7294  17.7514
238.0  0.3661  14.2378  17.1446
238.0  0.3661  14.7463  16.4450
238.0  0.3661  15.2547  15.9468
238.0  0.3661  15.7632  15.5664
238.0  0.3661  16.2716  15.2857
238.0  0.3661  16.7801  15.4388
238.0  0.3661  17.2886  16.0255
238.0  0.3661  17.7970  16.4367
238.0  0.3661  18.3055  16.9037
238.0  0.3661  18.8139  17.8037
238.0  0.3661  19.3224  19.1365
238.0  0.3661  19.8308  22.6736
238.0  0.3661  20.3393  24.4827
238.0  0.3661  20.8478  28.3302
238.0  0.3661  21.3562  33.5953
238.0  0.3661  21.8647  38.1695
238.0  0.3661  22.3731  48.3407
238.0  0.3661  22.8816  57.1704
238.0  0.3661  23.3901  65.3269
238.0  0.3661  23.8985  77.7305
238.0  0.3661  24.4070  98.8463
238.0  0.3661  24.9154  100000.0000
238.0  0.3661  25.4239  100000.0000
238.0  0.3661  25.9323  100000.0000
238.0  0.3661  26.4408  100000.0000
238.0  0.3661  26.9493  100000.0000
238.0  0.3661  27.4577  100000.0000
238.0  0.3661  27.9662  100000.0000
238.0  0.3661  28.4746  100000.0000
238.0  0.3661  28.9831  100000.0000
238.0  0.3661  29.4915  100000.0000
238.0  0.3661  30.0000  100000.0000
238.0  0.3780  0.0010  103.7825
238.0  0.3780  0.5095  104.4219
238.0  0.3780  1.0179  84.4999
238.0  0.3780  1.5264  76.4216
238.0  0.3780  2.0348  66.7334
238.0  0.3780  2.5433  62.1015
238.0  0.3780  3.0517  54.0105
238.0  0.3780  3.5602  49.3121
238.0  0.3780  4.0687  43.5469
238.0  0.3780  4.5771  40.2181
238.0  0.3780  5.0856  38.5055
238.0  0.3780  5.5940  35.7794
238.0  0.3780  6.1025  34.2080
238.0  0.3780  6.6109  31.9454
238.0  0.3780  7.1194  30.4775
238.0  0.3780  7.6279  28.7095
238.0  0.3780  8.1363  27.3497
238.0  0.3780  8.6448  25.9595
238.0  0.3780  9.1532  24.7887
238.0  0.3780  9.6617  23.5405
238.0  0.3780  10.1702  22.4527
238.0  0.3780  10.6786  21.2567
238.0  0.3780  11.1871  20.3927
238.0  0.3780  11.6955  19.5346
238.0  0.3780  12.2040  18.8727
238.0  0.3780  12.7124  18.2621
238.0  0.3780  13.2209  17.8537
238.0  0.3780  13.7294  17.3060
238.0  0.3780  14.2378  16.9310
238.0  0.3780  14.7463  16.4017
238.0  0.3780  15.2547  15.8722
238.0  0.3780  15.7632  15.2372
238.0  0.3780  16.2716  15.0436
238.0  0.3780  16.7801  15.2910
238.0  0.3780  17.2886  15.4820
238.0  0.3780  17.7970  15.7576
238.0  0.3780  18.3055  16.2914
238.0  0.3780  18.8139  16.6389
238.0  0.3780  19.3224  17.1871
238.0  0.3780  19.8308  18.1647
238.0  0.3780  20.3393  21.0433
238.0  0.3780  20.8478  23.9435
238.0  0.3780  21.3562  26.6233
238.0  0.3780  21.8647  31.4654
238.0  0.3780  22.3731  37.6446
238.0  0.3780  22.8816  43.1898
238.0  0.3780  23.3901  54.6268
238.0  0.3780  23.8985  64.6449
238.0  0.3780  24.4070  68.4096
238.0  0.3780  24.9154  86.8408
238.0  0.3780  25.4239  111.0596
238.0  0.3780  25.9323  100000.0000
238.0  0.3780  26.4408  100000.0000
238.0  0.3780  26.9493  100000.0000
238.0  0.3780  27.4577  100000.0000
238.0  0.3780  27.9662  100000.0000
238.0  0.3780  28.4746  100000.0000
238.0  0.3780  28.9831  100000.0000
238.0  0.3780  29.4915  100000.0000
238.0  0.3780  30.0000  100000.0000
238.0  0.3898  0.0010  100000.0000
238.0  0.3898  0.5095  101.0035
238.0  0.3898  1.0179  81.6370
238.0  0.3898  1.5264  79.5935
238.0  0.3898  2.0348  65.6295
238.0  0.3898  2.5433  63.7125
238.0  0.3898  3.0517  52.8740
238.0  0.3898  3.5602  48.8317
238.0  0.3898  4.0687  43.5278
238.0  0.3898  4.5771  40.9099
238.0  0.3898  5.0856  37.7686
238.0  0.3898  5.5940  36.1438
238.0  0.3898  6.1025  33.4595
238.0  0.3898  6.6109  31.6370
238.0  0.3898  7.1194  29.7624
238.0  0.3898  7.6279  28.2702
238.0  0.3898  8.1363  26.6714
238.0  0.3898  8.6448  25.2385
238.0  0.3898  9.1532  24.0276
238.0  0.3898  9.6617  22.8030
238.0  0.3898  10.1702  21.7250
238.0  0.3898  10.6786  20.6888
238.0  0.3898  11.1871  19.7834
238.0  0.3898  11.6955  18.7604
238.0  0.3898  12.2040  18.0954
238.0  0.3898  12.7124  17.2400
238.0  0.3898  13.2209  16.7451
238.0  0.3898  13.7294  16.3403
238.0  0.3898  14.2378  15.9899
238.0  0.3898  14.7463  15.8392
238.0  0.3898  15.2547  15.4682
238.0  0.3898  15.7632  15.0133
238.0  0.3898  16.2716  14.7328
238.0  0.3898  16.7801  14.6640
238.0  0.3898  17.2886  14.7778
238.0  0.3898  17.7970  14.4640
238.0  0.3898  18.3055  14.8070
238.0  0.3898  18.8139  15.1568
238.0  0.3898  19.3224  17.6638
238.0  0.3898  19.8308  18.4831
238.0  0.3898  20.3393  19.5404
238.0  0.3898  20.8478  21.8507
238.0  0.3898  21.3562  23.1846
238.0  0.3898  21.8647  25.2770
238.0  0.3898  22.3731  28.7175
238.0  0.3898  22.8816  34.4108
